NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BIOCARTA_CDC42RAC_PATHWAY	BIOCARTA_CDC42RAC_PATHWAY		6	0.52323705	1.1559362	0.2816594	1.0	1.0	4121	tags=50%, list=27%, signal=68%	
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING		22	0.35306558	1.1547009	0.23831776	1.0	1.0	1541	tags=23%, list=10%, signal=25%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR1	REACTOME_SHC_MEDIATED_CASCADE_FGFR1		8	0.47852677	1.1530131	0.2699784	1.0	1.0	1145	tags=25%, list=7%, signal=27%	
BIOCARTA_PAR1_PATHWAY	BIOCARTA_PAR1_PATHWAY		16	0.38708657	1.1510699	0.27403846	1.0	1.0	564	tags=13%, list=4%, signal=13%	
REACTOME_LYSINE_CATABOLISM	REACTOME_LYSINE_CATABOLISM		9	0.46057105	1.1508694	0.29475984	1.0	1.0	2616	tags=56%, list=17%, signal=67%	
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME		33	0.32406	1.149819	0.22758621	1.0	1.0	3333	tags=33%, list=22%, signal=42%	
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING		9	0.4644895	1.1456909	0.29213482	1.0	1.0	1725	tags=22%, list=11%, signal=25%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES		72	0.27799726	1.1454113	0.22131148	1.0	1.0	4767	tags=36%, list=31%, signal=52%	
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER		38	0.30556846	1.1406127	0.27109975	1.0	1.0	3618	tags=37%, list=23%, signal=48%	
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING		31	0.32539612	1.138821	0.25467288	1.0	1.0	1145	tags=19%, list=7%, signal=21%	
REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL		177	0.23529032	1.1388061	0.15030675	1.0	1.0	4986	tags=32%, list=32%, signal=47%	
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS		76	0.26158136	1.1369095	0.19582245	1.0	1.0	3666	tags=29%, list=24%, signal=38%	
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS		22	0.3522226	1.136602	0.27210885	1.0	1.0	1425	tags=23%, list=9%, signal=25%	
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY		17	0.38408214	1.1355156	0.2733485	1.0	1.0	3157	tags=35%, list=20%, signal=44%	
WP_TRYPTOPHAN_METABOLISM	WP_TRYPTOPHAN_METABOLISM		26	0.338715	1.1295438	0.27529413	1.0	1.0	690	tags=15%, list=4%, signal=16%	
BIOCARTA_TERC_PATHWAY	BIOCARTA_TERC_PATHWAY		6	0.52912664	1.1265278	0.31637168	1.0	1.0	2663	tags=50%, list=17%, signal=60%	
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM	REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM		11	0.4197354	1.1261199	0.29934925	1.0	1.0	3462	tags=45%, list=22%, signal=59%	
REACTOME_MRNA_SPLICING	REACTOME_MRNA_SPLICING		194	0.2278414	1.1252095	0.18300654	1.0	1.0	4954	tags=36%, list=32%, signal=52%	
REACTOME_COMPLEX_III_ASSEMBLY	REACTOME_COMPLEX_III_ASSEMBLY		17	0.37621745	1.1240988	0.2822222	1.0	1.0	1374	tags=24%, list=9%, signal=26%	
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY		18	0.36023387	1.1216476	0.27659574	1.0	1.0	1796	tags=33%, list=12%, signal=38%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6		23	0.34446514	1.1171387	0.27816093	1.0	1.0	2569	tags=26%, list=17%, signal=31%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION		119	0.24349858	1.1126896	0.17819148	1.0	1.0	3717	tags=24%, list=24%, signal=31%	
