NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1		10	0.36376765	0.9720682	0.5022523	1.0	1.0	3798	tags=40%, list=25%, signal=53%	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE	REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE		18	0.3019139	0.9713636	0.5041322	1.0	1.0	2331	tags=22%, list=15%, signal=26%	
WP_NODLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY	WP_NODLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY		8	0.38983795	0.9619502	0.50427353	1.0	1.0	1847	tags=25%, list=12%, signal=28%	
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS		9	0.37078857	0.9607454	0.49134198	1.0	1.0	85	tags=11%, list=1%, signal=11%	
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR		15	0.3117277	0.9599874	0.5142276	1.0	1.0	2264	tags=27%, list=15%, signal=31%	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR		152	0.184797	0.9531803	0.59791124	1.0	1.0	5507	tags=41%, list=36%, signal=64%	
BIOCARTA_D4GDI_PATHWAY	BIOCARTA_D4GDI_PATHWAY		12	0.33486316	0.95284027	0.50663716	1.0	1.0	841	tags=17%, list=5%, signal=18%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS		80	0.20597069	0.951842	0.56435645	1.0	1.0	4950	tags=33%, list=32%, signal=48%	
BIOCARTA_GCR_PATHWAY	BIOCARTA_GCR_PATHWAY		15	0.31029597	0.94759196	0.49892008	1.0	1.0	3000	tags=33%, list=19%, signal=41%	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S		60	0.22169207	0.94579864	0.59653467	1.0	1.0	4820	tags=40%, list=31%, signal=58%	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS		15	0.31020662	0.9430489	0.5262009	1.0	1.0	2264	tags=27%, list=15%, signal=31%	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION		34	0.24387081	0.9426186	0.55903614	1.0	1.0	1560	tags=21%, list=10%, signal=23%	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX		32	0.24871902	0.94210494	0.54966885	1.0	1.0	5669	tags=44%, list=37%, signal=69%	
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC		5	0.44938302	0.94117236	0.5329087	1.0	1.0	3210	tags=40%, list=21%, signal=51%	
WP_HYPERTROPHY_MODEL	WP_HYPERTROPHY_MODEL		15	0.31415662	0.94012827	0.50955415	1.0	1.0	2076	tags=27%, list=13%, signal=31%	
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY		31	0.2489286	0.9392332	0.5790646	1.0	1.0	4030	tags=42%, list=26%, signal=57%	
REACTOME_TP53_REGULATES_METABOLIC_GENES	REACTOME_TP53_REGULATES_METABOLIC_GENES		65	0.2092083	0.9373599	0.60045147	1.0	1.0	601	tags=11%, list=4%, signal=11%	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY		9	0.35625997	0.93172044	0.5513627	1.0	1.0	668	tags=22%, list=4%, signal=23%	
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER		44	0.23258199	0.93145186	0.55829597	1.0	1.0	4232	tags=39%, list=27%, signal=53%	
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE	REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE		93	0.19659652	0.93004584	0.61083746	1.0	1.0	4276	tags=31%, list=28%, signal=43%	
REACTOME_PYROPTOSIS	REACTOME_PYROPTOSIS		21	0.27706265	0.9294465	0.5638051	1.0	1.0	1672	tags=19%, list=11%, signal=21%	
