NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES		37	0.25880104	0.9368804	0.5386364	1.0	1.0	3729	tags=38%, list=24%, signal=50%	
REACTOME_ZINC_TRANSPORTERS	REACTOME_ZINC_TRANSPORTERS		9	0.3652045	0.9367126	0.52400833	1.0	1.0	3777	tags=56%, list=24%, signal=74%	
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY		21	0.28913137	0.933406	0.54761904	1.0	1.0	5244	tags=43%, list=34%, signal=65%	
BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY		27	0.27800757	0.9330768	0.5667396	1.0	1.0	3273	tags=30%, list=21%, signal=38%	
BIOCARTA_PCAF_PATHWAY	BIOCARTA_PCAF_PATHWAY		9	0.3883662	0.93278736	0.5546039	1.0	1.0	1036	tags=22%, list=7%, signal=24%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	REACTOME_SHC_MEDIATED_CASCADE_FGFR3		7	0.41928762	0.9323233	0.55040324	1.0	1.0	4021	tags=57%, list=26%, signal=77%	
REACTOME_RECYCLING_OF_EIF2_GDP	REACTOME_RECYCLING_OF_EIF2_GDP		8	0.386199	0.932021	0.5146443	1.0	1.0	4508	tags=38%, list=29%, signal=53%	
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR	REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR		10	0.3603921	0.9318583	0.51495725	1.0	1.0	2952	tags=40%, list=19%, signal=49%	
REACTOME_EGFR_DOWNREGULATION	REACTOME_EGFR_DOWNREGULATION		23	0.28433073	0.92797434	0.5392562	1.0	1.0	3448	tags=35%, list=22%, signal=45%	
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION	REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION		12	0.3431716	0.9267081	0.5340206	1.0	1.0	3258	tags=25%, list=21%, signal=32%	
